"ID","KODE_SATUAN","URAIAN_SATUAN"
"6249","C86","RECIPROCAL CUBIC METRE"
"6248","C85","RECIPROCAL ANGSTROM"
"6247","C84","RADIAN PER METRE"
"6246","C83","RADIAN SQUARE METRE PER KILOGRAM"
"6245","C82","RADIAN SQUARE METRE PER MOLE"
"6244","C81","RADIAN"
"6243","C80","RAD"
"6242","C8","MILLICOULOMB PER KILOGRAM"
"6241","C79","KILOVOLT AMPERE HOUR"
"6240","C78","POUND-FORCE"
"6239","C77","POUND GAGE"
"6238","C76","PICOWATT PER SQUARE METRE"
"6237","C75","PICOWATT"
"6236","C74","KILOBIT PER SECOND"
"6235","C73","PICOHENRY"
"6234","C72","PICOFARAD PER METRE"
"6233","C71","PICOCOULOMB"
"6232","C70","PICOAMPERE"
"6231","C7","CENTIPOISE"
"6230","C69","PHON"
"6229","C68","PETAJOULE"
"6228","C67","PASCAL SECOND PER METRE"
"6227","C66","PASCAL SECOND PER CUBIC METRE"
"6226","C65","PASCAL SECOND"
"6225","C64","PASCAL PER KELVIN"
"6224","C63","PARSEC"
"6223","C62","ONE"
"6222","C61","OHM METRE"
"6221","C60","OHM CENTIMETRE"
"6220","C6","CELL"
"6219","C59","OCTAVE"
"6218","C58","NEWTON SECOND PER METRE"
"6217","C57","NEWTON SECOND"
"6216","C56","NEWTON PER SQUARE MILLIMETRE"
"6215","C55","NEWTON PER SQUARE METRE"
"6214","C54","NEWTON METRE SQUARED KILOGRAM SQUARED"
"6213","C53","NEWTON METRE SECOND"
"6212","C52","PICOMETRE"
"6211","C51","NEPER PER SECOND"
"6210","C50","NEPER"
"6209","C5","COST"
"6208","C49","NANOWATT"
"6207","C48","NANOTESLA"
"6206","C47","NANOSECOND"
"6205","C46","NANOOHM METRE"
"6204","C45","NANOMETRE"
"6203","C44","NANOHENRY PER METRE"
"6202","C43","NANOHENRY"
"6201","C42","NANOFARAD PER METRE"
"6200","C41","NANOFARAD"
"6199","C40","NANOCOULOMB"
"6198","C4","CARLOAD"
"6197","C39","NANOAMPERE"
"6196","C38","MOLE PER LITRE"
"6195","C37","KILOBIT"
"6194","C36","MOLE PER CUBIC METRE"
"6193","C35","MOLE PER CUBIC DECIMETRE"
"6192","C34","MOLE"
"6191","C33","MILLIWEBER"
"6190","C32","MILLIWATT PER SQUARE METRE"
"6189","C31","MILLIWATT"
"6188","C30","MILLIVOLT PER METRE"
"6187","C3","MICROVOLT PER METRE"
"6186","C29","MILLITESLA"
"6185","C28","MILLISIEVERT"
"6184","C27","MILLISIEMENS"
"6183","C26","MILLISECOND"
"6182","C25","MILLIRADIAN"
"6181","C24","MILLIPASCAL SECOND"
"6180","C23","MILLIOHM METRE"
"6179","C22","MILLINEWTON PER METRE"
"6178","C21","KIBIBIT"
"6177","C20","MILLINEWTON"
"6176","C2","CARSET"
"6175","C19","MOLE PER KILOGRAM"
"6174","C18","MILLIMOLE"
"6173","C17","MILLIMETRE SQUARED PER SECOND"
"6172","C16","MILLIMETRE PER SECOND"
"6171","C15","MILLIJOULE"
"6170","C14","MILLIHENRY"
"6169","C13","MILLIGRAY"
"6168","C12","MILLIGRAM PER METRE"
"6167","C11","MILLIGAL"
"6166","C10","MILLIFARAD"
"6165","C1","COMPOSITE PRODUCT POUND (TOTAL WEIGHT)"
"6164","C0","CALL"
"6163","BZ","MILLION BTUS"
"6162","BX","BOX"
"6161","BW","BASE WEIGHT"
"5475","BUI","BUSHEL (36,36874 DM3)"
"5474","BUA","BUSHEL (35,2391 DM3)"
"5769","BTU","BRITISH THERMAL UNIT"
"6160","BT","BOLT"
"6159","BR","BAR [UNIT OF PACKAGING]"
"5765","BQL","BECQUEREL"
"6158","BP","HUNDRED BOARD FOOT"
"6157","BO","BOTTLE"
"5471","BLL","BARREL (PETROLEUM) (458,987 DM3)"
"5507","BLD","DRY BARREL (115,627 DM3)"
"6156","BL","BALE"
"6155","BK","BASKET"
"6154","BJ","BUCKET"
"5472","BIL","BILLION"
"5768","BHP","BRAKE HORSE POWER"
"6153","BH","BRUSH"
"6152","BG","BAG"
"6151","BFT","BOARD FOOT"
"6150","BE","BUNDLE"
"6149","BD","BOARD"
"6148","BB","BASE BOX"
"5470","BAR","BAR"
"6147","B99","MICROSIEMENS"
"6146","B98","MICROSECOND"
"6145","B97","MICRORADIAN"
"6144","B96","MICROPASCAL"
"6143","B95","MICROOHM METRE"
"6142","B94","MICROOHM"
"6141","B93","MICRONEWTON METRE"
"6140","B92","MICRONEWTON"
"6139","B91","MICROHENRY PER METRE"
"6138","B90","MICROHENRY"
"6137","B9","BATT"
"6136","B89","MICROFARAD PER METRE"
"6135","B88","MICROCOULOMB PER SQUARE METRE"
"6134","B87","MICROCOULOMB PER CUBIC METRE"
"6133","B86","MICROCOULOMB"
"6132","B85","MICROBAR"
"6131","B84","MICROAMPERE"
"6130","B83","METRE TO THE FOURTH POWER"
"6129","B82","INCH PER LINEAR FOOT"
"6128","B81","RECIPROCAL METRE SQUARED RECIPROCAL SECOND"
"6127","B80","GIGABIT PER SECOND"
"6126","B8","JOULE PER CUBIC METRE"
"6125","B79","MEGAVOLT PER METRE"
"6124","B78","MEGAVOLT"
"6123","B77","MEGASIEMENS PER METRE"
"6122","B76","MEGAOHM METRE"
"6121","B75","MEGAOHM"
"6120","B74","MEGANEWTON METRE"
"6119","B73","MEGANEWTON"
"6118","B72","MEGAGRAM PER CUBIC METRE"
"6117","B71","MEGAELECTRONVOLT"
"6116","B70","MEGACOULOMB PER SQUARE METRE"
"6115","B7","CYCLE"
"6114","B69","MEGACOULOMB PER CUBIC METRE"
"6113","B68","GIGABIT"
"6112","B67","MEGABECQUEREL PER KILOGRAM"
"6111","B66","MEGAAMPERE PER SQUARE METRE"
"6110","B65","MAXWELL"
"6109","B64","LUX SECOND"
"6108","B63","LUX HOUR"
"6107","B62","LUMEN SECOND"
"6106","B61","LUMEN PER WATT"
"6105","B60","LUMEN PER SQUARE METRE"
"6104","B6","BUN"
"6103","B59","LUMEN HOUR"
"6102","B58","LITRE PER MOLE"
"6101","B57","LIGHT YEAR"
"6100","B56","KILOWEBER PER METRE"
"6099","B55","KILOVOLT PER METRE"
"6098","B54","KILOSIEMENS PER METRE"
"6097","B53","KILOSIEMENS"
"6096","B52","KILOSECOND"
"6095","B51","KILOPOND"
"6094","B50","KILOOHM METRE"
"6093","B5","BILLET"
"6092","B49","KILOOHM"
"6091","B48","KILONEWTON METRE"
"6090","B47","KILONEWTON"
"6089","B46","KILOMOLE PER CUBIC METRE"
"6088","B45","KILOMOLE"
"6087","B44","KILOJOULE PER MOLE"
"6086","B43","KILOJOULE PER KILOGRAM KELVIN"
"6085","B42","KILOJOULE PER KILOGRAM"
"6084","B41","KILOJOULE PER KELVIN"
"6083","B40","KILOGRAM-FORCE PER SQUARE METRE"
"6082","B4","BARREL, IMPERIAL"
"6081","B39","KILOGRAM-FORCE METRE PER SECOND"
"6080","B38","KILOGRAM-FORCE METRE"
"6079","B37","KILOGRAM-FORCE"
"6078","B36","CALORIE (THERMOCHEMICAL) PER GRAM"
"6077","B35","KILOGRAM PER LITRE"
"6076","B34","KILOGRAM PER CUBIC DECIMETRE"
"6075","B33","KILOGRAM METRE SQUARED PER SECOND"
"6074","B32","KILOGRAM METRE SQUARED"
"6073","B31","KILOGRAM METRE PER SECOND"
"6072","B30","GIBIBIT"
"6071","B3","BATTING POUND"
"6070","B29","KILOELECTRONVOLT"
"6069","B28","KILOCOULOMB PER SQUARE METRE"
"6068","B27","KILOCOULOMB PER CUBIC METRE"
"6067","B26","KILOCOULOMB"
"6066","B25","KILOBECQUEREL PER KILOGRAM"
"6065","B24","KILOAMPERE PER METRE"
"6064","B23","KILOAMPERE PER SQUARE METRE"
"6063","B22","KILOAMPERE"
"6062","B21","KELVIN PER WATT"
"6061","B20","JOULE SQUARE METRE PER KILOGRAM"
"6060","B2","BUNK"
"6059","B19","DIGIT"
"6058","B18","JOULE SECOND"
"6057","B17","CREDIT"
"6056","B16","JOULE PER MOLE KELVIN"
"6055","B15","JOULE PER MOLE"
"6054","B14","JOULE PER METRE TO THE FOURTH POWER"
"6053","B13","JOULE PER SQUARE METRE"
"6052","B12","JOULE PER METRE"
"6051","B11","JOULE PER KILOGRAM KELVIN"
"6050","B10","BIT PER SECOND"
"6049","B1","BARREL (US) PER DAY"
"6048","B0","BTU PER CUBIC FOOT"
"6047","AZ","BRITISH THERMAL UNIT/INTERNATIONAL TABLE PER POUND"
"6046","AY","ASSEMBLY"
"6045","AW","POWDER FILLED VIAL"
"6044","AV","CAPSULE"
"5630","ATT","TECHNICAL ATMOSPHERE (98066,5 PA)"
"5627","ATM","STANDARD ATMOSPHERE (101325 PA)"
"6043","ASU","ALCOHOLIC STRENGTH BY VOLUME"
"6042","ASM","ALCOHOLIC STRENGTH BY MASS"
"6041","AS","ASSORTMENT"
"5469","ARE","ARE (100M2)"
"6040","AR","SUPPOSITORY"
"6039","AQ","ANTI-HEMOPHILIC FACTOR (AHF) UNIT"
"5597","APZ","OUNCE GB,US (31,10348 G)"
"6038","AP","ALUMINIUM POUND ONLY"
"5646","ANN","YEAR"
"5467","AMP","AMPERE"
"5468","AMH","AMPEREHOUR  (3,6 KC)"
"6037","AM","AMPOULE"
"6036","AL","ACCESS LINE"
"6035","AK","FATHOM"
"6034","AJ","COP"
"6033","AI","AVERAGE MINUTE PER CALL"
"6032","AH","ADDITIONAL MINUTE"
"6031","AE","AMPERE PER METRE"
"6030","AD","BYTE"
"6029","ACT","ACTIVITY"
"5647","ACR","ACRE (4840 YD2)"
"6028","AB","BULK PACK"
"6027","AA","BALL"
"6026","A99","BIT"
"6025","A98","HENRY PER METRE"
"6024","A97","HECTOPASCAL"
"6023","A96","GRAY PER SECOND"
"6022","A95","GRAY"
"6021","A94","GRAM PER MOLE"
"6020","A93","GRAM PER CUBIC METRE"
"6019","A91","GON"
"6018","A90","GIGAWATT"
"6017","A9","RATE"
"6016","A89","GIGAPASCAL"
"6015","A88","GIGAOHM METRE"
"6014","A87","GIGAOHM"
"6013","A86","GIGAHERTZ"
"6012","A85","GIGAELECTRONVOLT"
"6011","A84","GIGACOULOMB PER CUBIC METRE"
"6010","A83","GAUSSIAN CGS UNIT OF MAGNETIZATION"
"6009","A82","GAUSSIAN CGS UNIT OF ELECTRIC POTENTIAL"
"6008","A81","GAUSSIAN CGS UNIT OF ELECTRIC POLARIZATION"
"6007","A80","GAUSSIAN CGS UNIT OF ELECTRIC FIELD STRENGTH"
"6006","A8","AMPERE SECOND"
"6005","A79","GAUSSIAN CGS UNIT OF ELECTRIC CHARGE"
"6004","A78","GAUSSIAN CGS UNIT OF ELECTRIC CURRENT"
"6003","A77","GAUSSIAN CGS UNIT OF DISPLACEMENT"
"6002","A76","GAL"
"6001","A75","FREIGHT TON"
"6000","A74","FOOT POUND-FORCE PER SECOND"
"5999","A73","FOOT PER SECOND SQUARED"
"5998","A71","FEMTOMETRE"
"5997","A70","FEMTOJOULE"
"5996","A7","AMPERE PER SQUARE MILLIMETRE"
"5995","A69","FARAD PER METRE"
"5994","A68","EXAJOULE"
"5993","A67","ERG SQUARE CENTIMETRE PER GRAM"
"5992","A66","ERG SQUARE CENTIMETRE"
"5991","A65","ERG PER SQUARE CENTIMETRE SECOND"
"5990","A64","ERG PER SECOND SQUARE CENTIMETRE"
"5989","A63","ERG PER SECOND"
"5988","A62","ERG PER GRAM SECOND"
"5987","A61","ERG PER GRAM"
"5986","A60","ERG PER CUBIC CENTIMETRE"
"5985","A6","AMPERE PER SQUARE METRE KELVIN SQUARED"
"5984","A59","8-PART CLOUD COVER"
"5983","A58","ERG PER CENTIMETRE"
"5982","A57","ERG"
"5981","A56","ELECTRONVOLT SQUARE METRE PER KILOGRAM"
"5980","A55","ELECTRONVOLT SQUARE METRE"
"5979","A54","ELECTRONVOLT PER METRE"
"5978","A53","ELECTRONVOLT"
"5977","A52","DYNE SECOND PER CENTIMETRE TO THE FIFTH POWER"
"5976","A51","DYNE SECOND PER CENTIMETRE"
"5975","A50","DYNE SECOND PER CUBIC CENTIMETRE"
"5974","A5","AMPERE SQUARE METRE"
"5973","A49","DENIER"
"5972","A48","DEGREE RANKINE"
"5971","A47","DECITEX"
"5970","A45","DECAMETRE"
"5969","A44","DECALITRE"
"5968","A43","DEADWEIGHT TONNAGE"
"5967","A42","CURIE PER KILOGRAM"
"5966","A41","AMPERE PER SQUARE METRE"
"5965","A40","CUBIC METRE PER MOLE"
"5964","A4","AMPERE PER SQUARE CENTIMETRE"
"5963","A39","CUBIC METRE PER KILOGRAM"
"5962","A38","CUBIC METRE PER COULOMB"
"5961","A37","CUBIC DECIMETRE PER MOLE"
"5960","A36","CUBIC CENTIMETRE PER MOLE"
"5959","A35","COULOMB PER SQUARE MILLIMETRE"
"5958","A34","COULOMB PER SQUARE METRE"
"5957","A33","COULOMB PER SQUARE CENTIMETRE"
"5956","A32","COULOMB PER MOLE"
"5955","A31","COULOMB PER KILOGRAM SECOND"
"5954","A30","COULOMB PER CUBIC MILLIMETRE"
"5953","A3","AMPERE PER MILLIMETRE"
"5952","A29","COULOMB PER CUBIC METRE"
"5951","A28","COULOMB PER CUBIC CENTIMETRE"
"5950","A27","COULOMB METRE SQUARED PER VOLT"
"5949","A26","COULOMB METRE"
"5948","A25","CHEVAL VAPEUR"
"5947","A24","CANDELA PER SQUARE METRE"
"5946","A23","BRITISHTHERMALUNIT/HOUR SQUARE FOOT DEGREE RANKINE"
"5945","A22","BRITISH THERMAL UNIT/SECOND FOOT DEGREE RANKINE"
"5944","A21","BRITISH THERMAL UNIT (IT) PER POUND DEGREE RANKINE"
"5943","A20","BRITISH THERMAL UNIT/SECOND SQUAREFOOT D/RANKINE"
"5942","A2","AMPERE PER CENTIMETRE"
"5941","A19","BECQUEREL PER CUBIC METRE"
"5940","A18","BECQUEREL PER KILOGRAM"
"5939","A17","BARN PER STERADIAN"
"5938","A16","BARN PER STERADIAN ELECTRONVOLT"
"5937","A15","BARN PER ELECTRONVOLT"
"5936","A14","BARN"
"5935","A13","ATTOJOULE"
"5934","A12","ASTRONOMICAL UNIT"
"5933","A11","ANGSTROM"
"5932","A10","AMPERE SQUARE METRE PER JOULE SECOND"
"5931","A1","15 u005cu00b0C CALORIE"
"5930","98","FIFTEEN KG DRUM"
"5929","97","TEN KG DRUM"
"5928","96","TEN THOUSAND GALLON (US) TANKCAR"
"5927","95","TWENTY THOUSAND GALLON (US) TANKCAR"
"5926","94","CURL UNIT"
"5925","93","CALORIE PER GRAM"
"5924","92","CALORIE PER CUBIC CENTIMETRE"
"5923","91","STOKES"
"5922","90","SAYBOLD UNIVERSAL SECOND"
"5921","89","POISE"
"5920","87","POUND PER CUBIC FOOT"
"5919","85","FOOT POUND-FORCE"
"5918","84","KILOPOUND-FORCE PER SQUARE INCH"
"5917","81","HENRY"
"5916","80","POUND PER SQUARE INCH ABSOLUTE"
"5915","78","KILOGAUSS"
"5914","77","MILLI-INCH"
"5913","76","GAUSS"
"5912","74","MILLIPASCAL"
"5911","73","AMPERE TUM PER CENTIMETRE"
"5910","72","WATT PER POUND"
"5909","71","VOLT AMPERE PER POUND"
"5908","69","TEST SPECIFIC SCALE"
"5907","66","OERSTED"
"5906","64","POUND PER SQUARE INCH, GAUGE"
"5905","63","FAILURE RATE IN TIME"
"5904","62","PERCENT PER 1000 HOUR"
"5903","61","PART PER BILLION (US)"
"5902","60","PERCENT WEIGHT"
"5901","5Q","SEISMIC LINE"
"5900","5P","SEISMIC LEVEL"
"5899","5K","COUNT PER MINUTE"
"5898","5J","HYDRAULIC HORSE POWER"
"5897","5I","STANDARD CUBIC FOOT"
"5896","5H","STAGE"
"5895","5G","PUMP"
"5894","5F","POUND PER THOUSAND"
"5893","5E","MMSCF/DAY"
"5892","5C","GALLON(US) PER THOUSAND"
"5891","5B","BATCH"
"5890","5A","BARREL (US) PER MINUTE"
"5889","59","PART PER MILLION"
"5888","58","NET KILOGRAM"
"5887","57","MESH"
"5886","56","SITAS"
"5885","54","THEORETICAL TONNE"
"5884","53","THEORETICAL KILOGRAM"
"5883","4X","KILOLITRE PER HOUR"
"5882","4W","TON (US) PER HOUR"
"5881","4U","POUND PER HOUR"
"5880","4T","PICOFARAD"
"5879","4R","OUNCE FOOT"
"5878","4Q","OUNCE INCH"
"5877","4P","NEWTON PER METRE"
"5876","4O","MICROFARAD"
"5875","4N","MEGABECQUEREL"
"5874","4M","MILLIGRAM PER HOUR"
"5873","4L","MEGABYTE"
"5872","4K","MILLIAMPERE"
"5871","4H","MICROMETRE (MICRON)"
"5870","4G","MICROLITRE"
"5869","4E","TWENTY PACK"
"5868","4C","CENTISTOKES"
"5867","4B","CAP"
"5866","4A","BOBBIN"
"5865","48","BULK CAR LOAD"
"5864","47","FIFTY LB BAG"
"5863","46","FIFTY LB BULK BAG"
"5862","45","THREEHUNDRED KG BULK BAG"
"5861","44","FIVEHUNDRED KG BULK BAG"
"5860","43","SUPER BULK BAG"
"5859","41","MILLILITRE PER MINUTE"
"5858","40","MILLILITRE PER SECOND"
"5857","3I","KILOGRAM PER PIECE OF PRODUCT"
"5856","3H","KILOGRAM PER KILOGRAM OF PRODUCT"
"5855","3G","POUND PER PIECE OF PRODUCT"
"5854","3E","POUND PER POUND OF PRODUCT"
"5853","3C","MANMONTH"
"5852","3B","MEGAJOULE"
"5851","38","OUNCE PER SQUARE FOOT PER 0,01INCH"
"5850","37","OUNCE PER SQUARE FOOT"
"5849","36","CUBIC FOOT PER MINUTE PER SQUARE FOOT"
"5848","35","MILLILITRE PER SQUARE CENTIMETRE SECOND"
"5847","34","KILOPASCAL PER MILLIMETRE"
"5846","33","KILOPASCAL SQUARE METRE PER GRAM"
"5845","32","KILOGRAM PER AIR DRY METRIC TON"
"5844","31","CATCH WEIGHT"
"5843","30","HORSE POWER DAY PER AIR DRY METRIC TON"
"5842","2Z","MILLIVOLT"
"5841","2Y","MILLIROENTGEN"
"5840","2X","METRE PER MINUTE"
"5839","2W","BIN"
"5838","2V","MEGAGRAM PER HOUR"
"5837","2U","MEGAGRAM"
"5836","2R","KILOCURIE"
"5835","2Q","KILOBECQUEREL"
"5834","2P","KILOBYTE"
"5833","2N","DECIBEL"
"5832","2M","CENTIMETRE PER SECOND"
"5831","2L","CUBIC FOOT PER MINUTE"
"5830","2K","CUBIC FOOT PER HOUR"
"5829","2J","CUBIC CENTIMETRE PER SECOND"
"5828","2I","BRITISH THERMAL UNIT(INTERNATIONAL TABLE) PER HOUR"
"5827","2H","VOLT DC"
"5826","2G","VOLT AC"
"5825","2C","ROENTGEN"
"5824","2B","RADIAN PER SECOND SQUARED"
"5823","2A","RADIAN PER SECOND"
"5822","29","POUND PER THOUSAND SQUARE FOOT"
"5821","28","KILOGRAM PER SQUARE METRE"
"5820","27","THEORETICAL TON"
"5819","26","ACTUAL TON"
"5818","25","GRAM PER SQUARE CENTIMETRE"
"5817","24","THEORETICAL POUND"
"5816","23","GRAM PER CUBIC CENTIMETRE"
"5815","22","DECILITRE PER GRAM"
"5814","21","FORTY FOOT CONTAINER"
"5813","20","TWENTY FOOT CONTAINER"
"5812","1X","QUARTER MILE"
"5811","1M","TOTAL CAR MILE"
"5810","1L","TOTAL CAR COUNT"
"5809","1K","LOCOMOTIVE MILE"
"5808","1J","TON MILE"
"5807","1I","FIXED RATE"
"5806","1H","CABOOSE MILE"
"5805","1G","FUEL USAGE GALLON (US)"
"5804","1F","TRAIN MILE"
"5803","1E","EMPTY CAR"
"5802","1D","CABOOSE COUNT"
"5801","1C","LOCOMOTIVE COUNT"
"5800","1B","CAR COUNT"
"5799","1A","CAR MILE"
"5798","19","TANK TRUCK"
"5797","18","FIFTYFIVE GALLON (US) DRUM"
"5796","17","HUNDRED LB DRUM"
"5795","16","HUNDRED FIFTEEN KG DRUM"
"5794","15","STICK, MILITARY"
"5793","14","SHOT"
"5792","13","RATION"
"5791","11","OUTFIT"
"5790","10","GROUP"
"5789","08","HEAT LOT"
"5788","06","SMALL SPRAY"
"5787","05","LIFT"
